AccidentID,Collision_Date,Year,Month,Weekday,Hour,Collision Type,How Collision Occurred,Injury Severity,Division,Ward,Intersection,OperatorDistracted,OperatorImpaired
1801110514,2018-01-11,2018,Jan,Thursday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Silverbell Rd / Sweetwater Dr,0,0
1801110527,2018-01-11,2018,Jan,Thursday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,6,Speedway Bl / Alvernon Wy,0,0
1801120143,2018-01-12,2018,Jan,Friday,0700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Mountain Av / Grant Rd,1,0
1801120362,2018-01-12,2018,Jan,Friday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,6,Speedway Bl / Park Av,0,0
1801120478,2018-01-12,2018,Jan,Friday,1500,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Fort Lowell Rd / 1st Av,0,0
1801120144,2018-01-12,2018,Jan,Friday,0600,Vehicle / Vehicle,Angle (Front To Side),No Injury,Other Jurisdiction,Other Jurisdiction,River Rd / Calle Lampara,0,0
1801120149,2018-01-12,2018,Jan,Friday,0700,Vehicle / Vehicle,Left Turn,Possible Injury,East,4,Rees Lp / Rita Rd,0,0
1801120180,2018-01-12,2018,Jan,Friday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Blacklidge Dr,0,0
1801120504,2018-01-12,2018,Jan,Friday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,2,Grant Rd / Craycroft Rd,1,0
1801120563,2018-01-12,2018,Jan,Friday,1700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,1,Valencia Rd / Sandpiper Av,0,1
1801120587,2018-01-12,2018,Jan,Friday,1900,Vehicle / Pedestrian,Other,Incapacitating Injury,East,2,Pantano Rd / Entrada / 5th St,1,1
1801120723,2018-01-12,2018,Jan,Friday,2300,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,6,Speedway Bl / Park Av,0,0
1801120117,2018-01-12,2018,Jan,Friday,0500,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,I10 Eb Exit 261 Off Ramp,1,0
1801120254,2018-01-12,2018,Jan,Friday,0800,Single Vehicle,Single Vehicle,Unknown Injury,South,5,E Bilby Rd,1,0
1801120320,2018-01-12,2018,Jan,Friday,1200,Vehicle / Vehicle,Angle (Front To Side),Incapacitating Injury,West,6,Euclid Av / Speedway Bl,1,0
1801120575,2018-01-12,2018,Jan,Friday,1800,Vehicle / Vehicle,"Sideswipe, Same Direction",Possible Injury,Midtown,6,6th St / Tucson Bl,0,0
1801120219,2018-01-12,2018,Jan,Friday,1000,Vehicle / Vehicle,Angle (Front To Side),Incapacitating Injury,East,4,Golf Links Rd / Houghton Rd,1,0
1801120091,2018-01-12,2018,Jan,Friday,0100,Single Vehicle,Single Vehicle,Unknown Injury,Midtown,6,Elm St,1,0
1801120093,2018-01-12,2018,Jan,Friday,0300,Single Vehicle,Single Vehicle,No Injury,South,5,Kino Pw / I10 Eb Exit 263b Off Ramp / I10 Eb Exit 263 On Ramp,0,0
1801120167,2018-01-12,2018,Jan,Friday,0800,Vehicle / Vehicle,Left Turn,Incapacitating Injury,East,4,Golf Links Rd / Houghton Rd,0,0
1801120197,2018-01-12,2018,Jan,Friday,0900,Vehicle / Bicycle,Other,Non-Incapacitating Injury,West,6,E 5th St,1,0
1801120163,2018-01-12,2018,Jan,Friday,0800,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,East,4,Valencia Rd / Old Vail Rd,1,0
1801120260,2018-01-12,2018,Jan,Friday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Fort Lowell Rd / Navajo Rd,1,0
1801120498,2018-01-12,2018,Jan,Friday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,3,River Rd / Camino Pablo,0,0
1801120531,2018-01-12,2018,Jan,Friday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Brady Av / Saint Marys Rd,1,1
1801130454,2018-01-13,2018,Jan,Saturday,2100,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Columbus Bl / 22nd St,1,0
1801130517,2018-01-13,2018,Jan,Saturday,2300,Vehicle / Vehicle,Left Turn,Possible Injury,East,2,Kolb Rd / Golf Links Rd,0,0
1801130080,2018-01-13,2018,Jan,Saturday,0200,Single Vehicle,Single Vehicle,No Injury,Midtown,6,Grant Rd / Rosemont Bl,1,0
1801130178,2018-01-13,2018,Jan,Saturday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Congress St / Avenida Del Convento,1,0
1801130319,2018-01-13,2018,Jan,Saturday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,Euclid Av / University Bl,1,0
1801130447,2018-01-13,2018,Jan,Saturday,2100,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,6,Mountain Av / Speedway Bl,1,0
1801130509,2018-01-13,2018,Jan,Saturday,2300,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Grant Rd / Dodge Bl,0,0
1801130235,2018-01-13,2018,Jan,Saturday,0900,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Fontana Avv N,1,0
1801130280,2018-01-13,2018,Jan,Saturday,1400,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,5,Park Av / Irvington Rd,1,0
1801130340,2018-01-13,2018,Jan,Saturday,1600,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,24th St / Craycroft Rd,0,0
1801130393,2018-01-13,2018,Jan,Saturday,1800,Vehicle / Vehicle,Left Turn,No Injury,West,3,River Rd / 1st Av,1,0
1801130234,2018-01-13,2018,Jan,Saturday,1000,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,Midtown,3,Bentley Av N,1,0
1801130286,2018-01-13,2018,Jan,Saturday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,6,8th St / Campbell Av,0,0
1801130380,2018-01-13,2018,Jan,Saturday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,1,Alameda St / Church Av,1,0
1801130434,2018-01-13,2018,Jan,Saturday,2000,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,3,Oracle Rd / Wetmore Rd,1,0
1801130142,2018-01-13,2018,Jan,Saturday,0700,Single Vehicle,Single Vehicle,Unknown Injury,South,5,Nogales Hy / Irvington Rd / 6th Av,1,0
1801140318,2018-01-14,2018,Jan,Sunday,1200,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Calle Santa Cruz / Irvington Rd,1,0
1801140475,2018-01-14,2018,Jan,Sunday,1800,Vehicle / Vehicle,Head-On (Front To Front),No Injury,West,3,Glenn St,1,0
1801140435,2018-01-14,2018,Jan,Sunday,1700,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Jacinto St / Oracle Rd,0,0
1801140501,2018-01-14,2018,Jan,Sunday,1900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,King Rd / Oracle Rd,0,0
1801140176,2018-01-14,2018,Jan,Sunday,0700,Single Vehicle,Single Vehicle,Unknown Injury,West,1,Mission Ln / Grande Av,1,0
1801140416,2018-01-14,2018,Jan,Sunday,1600,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,East,2,Kolb Rd / Golf Links Rd,0,0
1801150330,2018-01-15,2018,Jan,Monday,1400,Vehicle / Motorcycle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,6,Pima St / Alvernon Wy,1,0
1801150123,2018-01-15,2018,Jan,Monday,0700,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,3,Grant Rd / Campbell Av,1,0
1801150440,2018-01-15,2018,Jan,Monday,1800,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Ajo Wy / 16th Av,0,0
1801150404,2018-01-15,2018,Jan,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,Euclid Av / Speedway Bl,0,0
1801150444,2018-01-15,2018,Jan,Monday,1900,Vehicle / Bicycle,Left Turn,Non-Incapacitating Injury,South,5,22nd St Wb Off Ramp / 22nd St Eb Off Ramp / Kino Pw Nb On Ramp,1,0
1801150131,2018-01-15,2018,Jan,Monday,0700,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,Stone Av / Franklin St / Toole Av,0,0
1801150117,2018-01-15,2018,Jan,Monday,0600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Kolb Rd / Speedway Bl,1,0
1801150136,2018-01-15,2018,Jan,Monday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,Scott Av / Broadway Bl,0,0
1801150044,2018-01-15,2018,Jan,Monday,0100,Vehicle / Vehicle,Left Turn,Unknown Injury,Midtown,6,Speedway Bl / Rosemont Bl,0,0
1801150061,2018-01-15,2018,Jan,Monday,0200,Single Vehicle,Single Vehicle,Unknown Injury,East,2,Kolb Rd / Speedway Bl,1,0
1801150313,2018-01-15,2018,Jan,Monday,1400,Vehicle / Bicycle,Other,Possible Injury,Midtown,6,Craycroft Rd / Pima St,0,0
1801150321,2018-01-15,2018,Jan,Monday,1400,Single Vehicle,Single Vehicle,Incapacitating Injury,East,4,S Lions Spring Wy,1,0
1801160211,2018-01-16,2018,Jan,Tuesday,0900,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Alturas St / Oracle Rd,1,0
1801160122,2018-01-16,2018,Jan,Tuesday,0500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Pantano Rd / Golf Links Rd,0,0
1801160143,2018-01-16,2018,Jan,Tuesday,0700,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,12th Av / Veterans Bl,0,0
1801160277,2018-01-16,2018,Jan,Tuesday,1000,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,4,Old Spanish Tr / Houghton Rd,0,0
1801160181,2018-01-16,2018,Jan,Tuesday,0800,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,East,2,Speedway Bl / Esperanza Dr,0,1
1801160294,2018-01-16,2018,Jan,Tuesday,1100,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,South,1,36th St W,1,0
1801160415,2018-01-16,2018,Jan,Tuesday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,1,I10 Frontage Rd / Grant Rd,1,0
1801160340,2018-01-16,2018,Jan,Tuesday,1200,Single Motorcycle,Single Vehicle,No Injury,Midtown,4,Golf Links Eb On Ramp / Aviation Eb Off Ramp,0,0
1801160504,2018-01-16,2018,Jan,Tuesday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,6,Euclid Av / Speedway Bl,0,0
1801160509,2018-01-16,2018,Jan,Tuesday,1500,Vehicle / Bicycle,Other,Non-Incapacitating Injury,South,5,Ajo Wy / 12th Av,0,0
1801160192,2018-01-16,2018,Jan,Tuesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,1st St / Euclid Av,1,0
1801160216,2018-01-16,2018,Jan,Tuesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,14th St / Scarlett St / Swan Rd,1,0
1801160214,2018-01-16,2018,Jan,Tuesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Speedway Bl / Silverbell Rd,1,0
1801160225,2018-01-16,2018,Jan,Tuesday,0900,Single Vehicle,Single Vehicle,Fatal Injury,South,1,Ajo Wy / Mission Rd,1,0
1801160320,2018-01-16,2018,Jan,Tuesday,1100,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Columbus Bl N,1,0
1801160541,2018-01-16,2018,Jan,Tuesday,1800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Miracle Mile / Laguna St / Oracle Rd,1,0
1801170153,2018-01-17,2018,Jan,Wednesday,0800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Benson Hy / Park Av,1,0
1801170286,2018-01-17,2018,Jan,Wednesday,1100,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,East,4,Valencia Rd / Kolb Rd,0,0
1801170484,2018-01-17,2018,Jan,Wednesday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,3,Fort Lowell Rd / Edith Bl,1,0
1801170060,2018-01-17,2018,Jan,Wednesday,0100,Single Vehicle,Single Vehicle,Incapacitating Injury,South,1,Calle Santa Cruz S,1,0
1801170122,2018-01-17,2018,Jan,Wednesday,0600,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Midvale Park Rd / Irvington Rd,1,0
1801170482,2018-01-17,2018,Jan,Wednesday,1600,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,Midtown,6,Beverly Av / Speedway Bl,1,0
1801170174,2018-01-17,2018,Jan,Wednesday,0800,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,2,Kolb Rd / Golf Links Rd,1,0
1801170182,2018-01-17,2018,Jan,Wednesday,0900,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Romero Rd / Prince Rd,0,0
1801170439,2018-01-17,2018,Jan,Wednesday,1500,Single Vehicle,Single Vehicle,No Injury,East,2,Wilmot Rd / 29th St,1,0
1801170467,2018-01-17,2018,Jan,Wednesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Executive Dr / Tucson Bl,1,0
1801170492,2018-01-17,2018,Jan,Wednesday,1700,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Mountain Av / Grant Rd,0,0
1801170146,2018-01-17,2018,Jan,Wednesday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Stone Av / Alturas St,0,0
1801170256,2018-01-17,2018,Jan,Wednesday,1100,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,2,Pantano Rd / Broadway Bl,0,0
1801170402,2018-01-17,2018,Jan,Wednesday,1300,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Fort Lowell Rd / Geronimo Av,0,0
1801170431,2018-01-17,2018,Jan,Wednesday,1500,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,3,Cherry Av,0,0
1801170491,2018-01-17,2018,Jan,Wednesday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Starr Pass Bl / Mission Rd,1,0
1801170514,2018-01-17,2018,Jan,Wednesday,1700,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,3,Oracle Rd / Drachman St / Main Av,1,0
1801180389,2018-01-18,2018,Jan,Thursday,1300,Vehicle / Bicycle,Other,Incapacitating Injury,East,2,Speedway Bl / Huntington Park Dr,0,0
1801180407,2018-01-18,2018,Jan,Thursday,1400,Single Vehicle,Single Vehicle,Incapacitating Injury,East,4,Camino Seco / Irvington Rd,1,1
1801180114,2018-01-18,2018,Jan,Thursday,0700,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Ajo Wy / Benson Hy,1,0
1801180254,2018-01-18,2018,Jan,Thursday,1100,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,East,2,Maguire Av / Broadway Bl,1,0
1801180529,2018-01-18,2018,Jan,Thursday,1700,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Flowing Wells Rd / Grant Rd,0,0
1801180554,2018-01-18,2018,Jan,Thursday,1800,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,East,4,Escalante Rd / Camino Seco,0,0
1801180326,2018-01-18,2018,Jan,Thursday,1200,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,Scott Av / Broadway Bl,0,0
1801180358,2018-01-18,2018,Jan,Thursday,1300,Vehicle / Vehicle,Angle (Front To Side),Incapacitating Injury,East,2,Kenyon Terrace Dr / Camino Seco,0,0
1801180487,2018-01-18,2018,Jan,Thursday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Romero Rd / Prince Rd,1,0
1801180537,2018-01-18,2018,Jan,Thursday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,13th Av / Speedway Bl,1,0
1801180551,2018-01-18,2018,Jan,Thursday,1800,Vehicle / Bicycle,Other,Non-Incapacitating Injury,West,1,Granada Av / Saint Marys Rd,0,0
1801180091,2018-01-18,2018,Jan,Thursday,0600,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,South,1,Teton Rd / Nogales Hy,0,0
1801180452,2018-01-18,2018,Jan,Thursday,1500,Vehicle / Vehicle,Left Turn,No Injury,West,3,Mountain Av / Grant Rd,1,0
1801180496,2018-01-18,2018,Jan,Thursday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,East,4,Creek St / Harrison Rd,0,0
1801180535,2018-01-18,2018,Jan,Thursday,1700,Vehicle / Vehicle,Left Turn,No Injury,West,3,Wetmore Rd / 1st Av,0,0
1801180480,2018-01-18,2018,Jan,Thursday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,2,Pantano Rd / Broadway Bl,0,0
1801180125,2018-01-18,2018,Jan,Thursday,0700,Single Vehicle,Single Vehicle,Unknown Injury,East,Other Jurisdiction,S Kolb Rd,1,0
1801180376,2018-01-18,2018,Jan,Thursday,1300,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,6,6th St / 5th St / Country Club Rd,1,0
1801180546,2018-01-18,2018,Jan,Thursday,1700,Single Motorcycle,Single Vehicle,Incapacitating Injury,East,4,E Poinciana Dr,1,0
1801190430,2018-01-19,2018,Jan,Friday,1500,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Campana Dr / River Rd,1,0
1801190460,2018-01-19,2018,Jan,Friday,1600,Single Vehicle,Single Vehicle,Possible Injury,Midtown,5,Richey Bl S,1,0
1801190462,2018-01-19,2018,Jan,Friday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,4,Houghton Rd / Mary Ann Cleveland Wy / Old Vail Rd,1,0
1801190576,2018-01-19,2018,Jan,Friday,2100,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,1,Saint Marys Rd / Melrose Av,0,0
1801190611,2018-01-19,2018,Jan,Friday,0900,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,East,4,Breckinridge Dr E,1,0
1801190075,2018-01-19,2018,Jan,Friday,0300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Norton Av S,0,1
1801190233,2018-01-19,2018,Jan,Friday,1100,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,2,Grady Av / Wrightstown Rd,1,0
1801190306,2018-01-19,2018,Jan,Friday,1300,Vehicle / Bicycle,Other,Non-Incapacitating Injury,West,6,Campbell Av / Speedway Bl,0,0
1801190447,2018-01-19,2018,Jan,Friday,1600,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Glenn St / 1st Av,0,0
1801190477,2018-01-19,2018,Jan,Friday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,East,2,Jessica Av / Broadway Bl,0,0
1801190483,2018-01-19,2018,Jan,Friday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Oracle Rd / Roger Rd,0,0
1801190149,2018-01-19,2018,Jan,Friday,0900,Vehicle / Pedestrian,Other,Fatal Injury,West,3,Stone Av / Speedway Bl,1,0
1801190188,2018-01-19,2018,Jan,Friday,1000,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Speedway Bl / 10th Av,1,0
1801190316,2018-01-19,2018,Jan,Friday,1300,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Main Av / Mabel St,1,0
1801190545,2018-01-19,2018,Jan,Friday,2000,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,East,4,Golf Links Rd / Harrison Rd,0,0
1801190160,2018-01-19,2018,Jan,Friday,0900,Single Vehicle,Single Vehicle,No Injury,South,1,Starr Pass Bl / Mission Rd,1,0
1801190313,2018-01-19,2018,Jan,Friday,1300,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Ajo Wy / Kino Ajo Connection Ramp / I10 Wb Exit 263 Off Ramp / I10 Wb Exit 263 On Ramp,0,0
1801190193,2018-01-19,2018,Jan,Friday,0900,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,2,Grant Rd / Swan Rd,1,1
1801190489,2018-01-19,2018,Jan,Friday,1700,Vehicle / Vehicle,Angle (Front To Side),Incapacitating Injury,West,3,9th Av N,1,0
1801190307,2018-01-19,2018,Jan,Friday,1200,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Wilmot Rd / Carondelet Dr,0,0
1801190421,2018-01-19,2018,Jan,Friday,1500,Vehicle / Vehicle,Left Turn,No Injury,East,2,Camino Seco / Old Spanish Tr,0,0
1801190100,2018-01-19,2018,Jan,Friday,0300,Vehicle / Vehicle,"Sideswipe, Opposite Direction",No Injury,West,1,W Franklin St,1,0
1801190454,2018-01-19,2018,Jan,Friday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,1,Grande Av / Saint Marys Rd,1,0
1801190485,2018-01-19,2018,Jan,Friday,1700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,2,Spring St / Craycroft Rd,0,0
1801190554,2018-01-19,2018,Jan,Friday,2000,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,2,Speedway Bl / Prudence Rd,0,0
1801200360,2018-01-20,2018,Jan,Saturday,1400,Vehicle / Vehicle,Left Turn,No Injury,Midtown,3,Fort Lowell Rd / Campbell Av,0,0
1801200606,2018-01-20,2018,Jan,Saturday,2200,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,Midtown,6,Campbell Av / Elm St,1,0
1801200381,2018-01-20,2018,Jan,Saturday,1500,Vehicle / Pedestrian,Other,Possible Injury,East,2,Pantano Rd / Broadway Bl,1,0
1801200556,2018-01-20,2018,Jan,Saturday,2100,Single Vehicle,Single Vehicle,Possible Injury,South,1,San Marcos Bl W,1,0
1801200387,2018-01-20,2018,Jan,Saturday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,6,Park Place Dr / Chantilly Dr / Broadway Bl,1,0
1801200402,2018-01-20,2018,Jan,Saturday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,South,1,Midvale Park Rd / Valencia Rd,1,0
1801200420,2018-01-20,2018,Jan,Saturday,1700,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,East,6,Speedway Bl / Jefferson Av,1,0
1801200514,2018-01-20,2018,Jan,Saturday,1900,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,3,1st Av / Prince Rd,1,0
1801200490,2018-01-20,2018,Jan,Saturday,1900,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,1st Av / Prince Rd,1,0
1801200278,2018-01-20,2018,Jan,Saturday,1200,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,6th Av S,1,0
1801200306,2018-01-20,2018,Jan,Saturday,1300,Single Vehicle,Single Vehicle,No Injury,West,1,2nd St / Main Av,1,0
1801200517,2018-01-20,2018,Jan,Saturday,1900,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Mountain Av N,0,0
1801200111,2018-01-20,2018,Jan,Saturday,0300,Vehicle / Bicycle,Other,Possible Injury,East,6,Speedway Bl / Sahuara Av,1,0
1801200639,2018-01-20,2018,Jan,Saturday,2300,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,6,Campbell Av / Speedway Bl,1,0
1801200224,2018-01-20,2018,Jan,Saturday,0900,Single Vehicle,Single Vehicle,No Injury,South,1,Headley Rd / Valencia Rd,1,1
1801200290,2018-01-20,2018,Jan,Saturday,1200,Vehicle / Vehicle,Left Turn,No Injury,South,1,Midvale Park Rd / Valencia Rd,1,0
1801210237,2018-01-21,2018,Jan,Sunday,1300,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,3,Oracle Rd / Wetmore Rd,0,0
1801210335,2018-01-21,2018,Jan,Sunday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,4,Houghton Rd / Mary Ann Cleveland Wy / Old Vail Rd,0,0
1801210426,2018-01-21,2018,Jan,Sunday,2100,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,Midtown,6,Grant Rd / Columbus Bl,1,0
1801210162,2018-01-21,2018,Jan,Sunday,0900,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,Midtown,3,Glenn St E,0,0
1801210377,2018-01-21,2018,Jan,Sunday,1900,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,4,Golf Links Rd / Swan Rd,1,0
1801220039,2018-01-22,2018,Jan,Monday,0100,Single Vehicle,Single Vehicle,No Injury,South,5,Valencia Rd,1,0
1801220113,2018-01-22,2018,Jan,Monday,0700,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,6,Freeway / Congress St,0,0
1801220431,2018-01-22,2018,Jan,Monday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Other Jurisdiction,Other Jurisdiction,Golk Links Rd,1,0
1801220509,2018-01-22,2018,Jan,Monday,1700,Vehicle / Vehicle,Left Turn,Unknown Injury,South,5,6th Av,1,0
1801220217,2018-01-22,2018,Jan,Monday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Oracle Rd / Lester St,0,0
1801220400,2018-01-22,2018,Jan,Monday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Oracle Rd / Roger Rd,0,0
1801220440,2018-01-22,2018,Jan,Monday,1500,Vehicle / Vehicle,Left Turn,No Injury,West,3,Stone Av / Fort Lowell Rd,1,0
